蒙J H54LP,Hohhot,Inner Mongolia,Smart Cookie,GAC,2015,2022-03-29,Good
黑A 2G642,Harbin,Heilongjiang,George,Honda,2008,2022-03-29,Good
浙D C17J7,Lishui,Zhejiang,Nigel,BMW,2022,2022-03-23,Good
闽D 2L18N,Fuzhou,Fujian,Edwin,Xpeng,2016,2019-10-23,Good
浙C 1C9J6,Ningbo,Zhejiang,Mark,Great Wall,2019,2022-05-09,Good
浙E T9H9T,Ningbo,Zhejiang,Edwin,Rolls Royce,2008,2022-09-28,Good
浙L 89F11,Wenzhou,Zhejiang,Mark,Mercedes Benz,2011,2022-05-11,Good
浙J 713P8,Jiaxing,Zhejiang,Mark,Chery,2009,2022-07-30,Good
鲁L J3JBY,Jinan,Shandong,Evelyn,Chang'an,2012,2022-07-19,Good
渝J 4JJFM,Chongqing,Chongqing,Evelyn,Bentley,2015,2022-05-05,Good
浙E 40312,Quzhou,Zhejiang,Tim,Rolls Royce,2005,2022-04-14,Good
浙J 55X3N,Hangzhou,Zhejiang,George,Li Auto,2017,2022-04-17,Good
浙J 4GN8J,Wenzhou,Zhejiang,Evelyn,Xpeng,2020,2022-03-16,Good
皖D 868TU,Hefei,Anhui,George,Aston Martin,2020,2022-04-17,Good
浙F 2963D,Jinhua,Zhejiang,Armen,Toyota,2007,2022-03-31,Good
浙J JDS2Z,Lishui,Zhejiang,Nigel,Buick,2006,2022-06-10,Good
浙C 08D17,Jinhua,Zhejiang,Charlie,Haval,2010,2022-04-26,Good
浙B 300FV,Jinhua,Zhejiang,Edwin,Geely,2016,2022-01-01,Wanted
浙L V6G56,Huzhou,Zhejiang,Derek,Honda,2010,2022-08-06,Good
赣J 2X05R,Nanchang,Jiangxi,Smart Cookie,Buick,2007,2022-04-07,Good
浙D 9854A,Hangzhou,Zhejiang,Mark,Nio,2016,2022-06-25,Good
浙L K9FP7,Wenzhou,Zhejiang,Armen,Ford,2020,2022-02-19,Good
浙F 49GV4,Zhoushan,Zhejiang,Evelyn,Great Wall,2011,2022-02-16,Impounded
浙F 53NT6,Lishui,Zhejiang,Mark,Mercedes Benz,2007,2022-01-27,Written Off
浙A 15JF8,Wenzhou,Zhejiang,Aaron,Lamborghini,2017,2018-01-09,Good
琼H 57VYJ,Haikou,Hainan,Mark,Buick,2005,2018-03-19,Good
浙E S3821,Wenzhou,Zhejiang,Tony,BMW,2019,2022-09-16,Impounded
浙C J8U12,Huzhou,Zhejiang,Derek,Li Auto,2020,2017-09-23,Wanted
浙L 89R0Y,Taizhou,Zhejiang,George,Chang'an,2018,2018-01-15,Wanted
陕J 8L6E5,Xi'an,Shaanxi,Evelyn,BMW,2021,2022-02-18,Impounded
苏J 631TY,Nanjing,Jiangsu,Thomas,Lamborghini,2018,2020-09-02,Good
浙J 3464Y,Zhoushan,Zhejiang,Smart Cookie,Bentley,2019,2022-05-26,Good
浙D 158F9,Wenzhou,Zhejiang,Thomas,Tesla,2015,2022-01-13,Good
苏J VK9JY,Nanjing,Jiangsu,Jony,Xpeng,2017,2022-05-17,Good
浙J 4HT89,Huzhou,Zhejiang,Charlie,BYD,2013,2022-01-15,Good
浙F LX8F1,Jiaxing,Zhejiang,Armen,Xpeng,2019,2022-03-10,Good
浙C 0462A,Hangzhou,Zhejiang,Tony,Chang'an,2018,2022-07-21,Good
浙F 12F3K,Lishui,Zhejiang,Thomas,Haval,2010,2021-03-10,Good
京E TT45X,Beijing,Beijing,Jony,Ford,2016,2022-06-02,Good
浙D 27P01,Taizhou,Zhejiang,Mark,Audi,2007,2022-07-12,Good
浙D 30BL6,Huzhou,Zhejiang,Derek,Li Auto,2008,2021-12-07,Good
浙F 3LF0P,Quzhou,Zhejiang,Mark,Honda,2009,2017-09-06,Good
宁H J5D8J,Yinchuan,Ningxia,Nigel,Xpeng,2013,2022-02-03,Good
闽L FJF4F,Fuzhou,Fujian,Mark,Honda,2014,2022-06-01,Good
浙C 8FZJ8,Ningbo,Zhejiang,Aaron,Toyota,2006,2022-02-17,Good
浙E F7041,Ningbo,Zhejiang,Edwin,Xpeng,2007,2016-03-17,Good
浙F 5JJU7,Taizhou,Zhejiang,Tim,Buick,2020,2021-12-03,Good
辽A 67YP5,Shenyang,Liaoning,George,Xpeng,2020,2022-07-20,Good
浙J ZL1P2,Ningbo,Zhejiang,Aaron,BMW,2019,2022-06-22,Good
浙J A9ETJ,Zhoushan,Zhejiang,Nigel,Nio,2010,2022-01-17,Good
浙G 876C2,Ningbo,Zhejiang,Simon,Geely,2018,2022-05-06,Good
浙A 72XY6,Quzhou,Zhejiang,Nigel,Nio,2017,2021-12-16,Good
浙B 2491V,Wenzhou,Zhejiang,Mark,Lamborghini,2011,2022-07-29,Wanted
浙L Y780F,Hangzhou,Zhejiang,Smart Cookie,Geely,2010,2019-09-04,Good
浙C 1161E,Jinhua,Zhejiang,Leo,GAC,2005,2022-09-14,Good
浙K B6353,Quzhou,Zhejiang,George,Xpeng,2016,2022-03-26,Good
京C 3J1LV,Beijing,Beijing,Evelyn,Li Auto,2016,2021-12-29,Good
浙J 3H0H9,Jiaxing,Zhejiang,Aaron,Nio,2011,2022-02-16,Good
浙L 420SP,Huzhou,Zhejiang,Derek,BYD,2019,2022-09-15,Good
鄂J RZFY4,Wuhan,Hubei,Jony,Haval,2014,2021-12-02,Good
浙C 719DT,Huzhou,Zhejiang,Tim,Lamborghini,2019,2022-08-30,Good
浙L 36Z7L,Taizhou,Zhejiang,Nigel,Haval,2008,2022-04-09,Good
浙G Z33L0,Wenzhou,Zhejiang,Mark,BYD,2011,2022-02-08,Good
云C L8ZV7,Kunming,Yunnan,Armen,Chery,2020,2022-07-29,Good
浙K J4744,Wenzhou,Zhejiang,Edwin,Bentley,2010,2022-09-07,Good
浙F Z6D32,Jinhua,Zhejiang,Evelyn,Bentley,2010,2022-06-11,Written Off
浙E 8Y230,Ningbo,Zhejiang,George,Rolls Royce,2006,2021-12-30,Good
浙E 82JF0,Wenzhou,Zhejiang,Smart Cookie,Li Auto,2018,2022-05-03,Good
浙A 00527,Wenzhou,Zhejiang,Charlie,Li Auto,2005,2022-01-12,Stolen
浙L 188SX,Jiaxing,Zhejiang,Derek,Aston Martin,2013,2022-01-16,Good
浙H X8L01,Huzhou,Zhejiang,Jony,BYD,2009,2022-09-24,Good
浙L 93ZZE,Ningbo,Zhejiang,Edwin,Bentley,2013,2022-04-10,Good
浙A Z36FL,Zhoushan,Zhejiang,Aaron,Haval,2005,2022-05-11,Good
浙J G1C27,Huzhou,Zhejiang,Mark,Nio,2013,2022-05-05,Good
桂F E0JH7,Nanning,Guangxi,George,Bentley,2018,2022-01-05,Good
浙L KS18T,Quzhou,Zhejiang,Mark,SAIC Volkwagen,2018,2016-05-30,Good
浙E Y0SZ4,Jiaxing,Zhejiang,Smart Cookie,BYD,2014,2022-01-25,Good
浙D 5L51P,Huzhou,Zhejiang,Aaron,Great Wall,2009,2022-01-11,Written Off
宁F 7X5HJ,Yinchuan,Ningxia,Leo,Ford,2017,2022-01-13,Good
浙B 708FA,Ningbo,Zhejiang,Leo,Rolls Royce,2022,2021-12-21,Good
浙F 7ZF3L,Jiaxing,Zhejiang,Evelyn,Mercedes Benz,2015,2022-09-28,Good
浙F M7Z22,Lishui,Zhejiang,Evelyn,GAC,2020,2021-03-14,Good
沪L EK233,Shanghai,Shanghai,Leo,Audi,2007,2022-01-11,Good
浙F 7TA0T,Jiaxing,Zhejiang,Jony,Ford,2014,2022-01-08,Good
闽F LZ2YF,Fuzhou,Fujian,Leo,Buick,2010,2022-03-20,Good
浙H CL988,Wenzhou,Zhejiang,Tony,Tesla,2009,2018-07-08,Good
青H 5EF98,Xining,Qinghai,Leo,Chang'an,2010,2022-07-27,Stolen
浙D 9K140,Wenzhou,Zhejiang,Armen,Honda,2009,2021-12-07,Good
浙L J6D5T,Jiaxing,Zhejiang,Tim,Aston Martin,2019,2022-02-03,Good
浙J UT0TX,Huzhou,Zhejiang,Jony,Chang'an,2008,2022-01-07,Wanted
浙J 8Q1FT,Wenzhou,Zhejiang,Smart Cookie,Bentley,2014,2022-03-07,Good
川L SS94E,Chengdu,Sichuan,Aaron,BMW,2011,2020-03-27,Stolen
浙L HN947,Quzhou,Zhejiang,Derek,Toyota,2020,2017-11-19,Good
粤C 9E9L8,Guangzhou,Guangdong,Aaron,Honda,2011,2022-06-02,Good
贵L VU351,Guiyang,Guizhou,Leo,Tesla,2006,2022-08-06,Good
闽J 1K2VX,Fuzhou,Fujian,Armen,Chang'an,2015,2016-10-06,Good
浙J ZFJSX,Wenzhou,Zhejiang,Simon,Chang'an,2013,2017-04-24,Good
浙G 7UJ8J,Lishui,Zhejiang,Leo,Buick,2005,2022-08-18,Impounded
浙L 556RS,Lishui,Zhejiang,Thomas,Ford,2010,2022-08-26,Good
浙J JVEN4,Jinhua,Zhejiang,Aaron,Chery,2020,2022-09-01,Good
浙F 78G52,Quzhou,Zhejiang,Tim,Li Auto,2005,2022-09-01,Good
浙C 6195T,Jinhua,Zhejiang,Jony,GAC,2013,2017-05-14,Good
浙F 45AH7,Huzhou,Zhejiang,Derek,Li Auto,2006,2016-05-26,Written Off
浙J B27X9,Huzhou,Zhejiang,George,GAC,2008,2022-06-15,Written Off
浙K J9L7B,Jiaxing,Zhejiang,Aaron,GAC,2007,2017-06-23,Good
浙C VP195,Jiaxing,Zhejiang,Thomas,Lamborghini,2017,2022-05-03,Good
浙A X30X0,Taizhou,Zhejiang,Tim,Great Wall,2013,2021-12-17,Written Off
浙E 77L8E,Wenzhou,Zhejiang,Charlie,Bentley,2010,2022-05-07,Good
浙B J8781,Jinhua,Zhejiang,Nigel,Li Auto,2011,2019-12-29,Good
浙F 2T8UZ,Huzhou,Zhejiang,Nigel,Haval,2021,2022-06-29,Good
藏J 25LU1,Lhasa,Tibet,Tim,Ford,2016,2021-01-17,Stolen
辽A 7935F,Shenyang,Liaoning,Simon,Tesla,2008,2022-07-04,Good
浙F 1E0CJ,Hangzhou,Zhejiang,Simon,Tesla,2017,2019-07-20,Wanted
浙B X68P8,Huzhou,Zhejiang,Aaron,BMW,2017,2022-09-23,Good
浙C 2JEZ8,Wenzhou,Zhejiang,Leo,Buick,2022,2022-08-22,Good
浙L 04NN3,Lishui,Zhejiang,Nigel,BMW,2021,2022-06-30,Good
桂F 96TY5,Nanning,Guangxi,Jony,Great Wall,2011,2017-08-03,Good
浙J 6V1A4,Zhoushan,Zhejiang,Charlie,SAIC Volkwagen,2017,2022-08-18,Wanted
浙L 0R245,Taizhou,Zhejiang,Aaron,Chery,2020,2018-06-14,Good
浙D HJ99T,Lishui,Zhejiang,Jony,Chery,2021,2022-01-30,Good
浙E Y3FFJ,Lishui,Zhejiang,George,Nio,2014,2022-09-03,Good
黑J 07AKT,Harbin,Heilongjiang,Charlie,Rolls Royce,2020,2022-07-15,Good
黑B 8JKT1,Harbin,Heilongjiang,Evelyn,Lamborghini,2016,2021-12-17,Good
冀J ZJ4YS,Shijiazhuang,Hebei,Smart Cookie,BMW,2018,2017-04-26,Good
浙L N909T,Wenzhou,Zhejiang,Tim,Honda,2012,2022-01-26,Wanted
苏E 0NE53,Nanjing,Jiangsu,Charlie,Geely,2018,2022-01-28,Written Off
粤J ST5VT,Guangzhou,Guangdong,Mark,BMW,2006,2022-02-21,Good
浙E NP802,Quzhou,Zhejiang,Leo,Audi,2007,2022-09-15,Wanted
浙L 84MF1,Hangzhou,Zhejiang,Smart Cookie,BMW,2017,2022-03-12,Good
浙C N801Z,Taizhou,Zhejiang,Mark,Li Auto,2018,2015-12-27,Good
浙A 49622,Ningbo,Zhejiang,George,Toyota,2020,2022-06-22,Good
浙E E0275,Huzhou,Zhejiang,Jony,Toyota,2017,2021-12-14,Good
浙J TS0VX,Hangzhou,Zhejiang,Mark,SAIC Volkwagen,2011,2022-03-25,Good
浙C 1J14Z,Huzhou,Zhejiang,Charlie,Honda,2015,2022-03-10,Good
浙E 3B692,Jinhua,Zhejiang,Thomas,BYD,2022,2022-05-03,Good
浙J U6N61,Hangzhou,Zhejiang,Armen,Lamborghini,2006,2022-07-25,Good
浙K 1123E,Taizhou,Zhejiang,Mark,Bentley,2014,2016-09-03,Stolen
浙C 628V8,Huzhou,Zhejiang,Aaron,Li Auto,2015,2022-04-25,Impounded
浙A 6337H,Taizhou,Zhejiang,Nigel,Mercedes Benz,2011,2022-08-24,Good
浙J SS46P,Hangzhou,Zhejiang,Leo,Aston Martin,2011,2018-07-11,Good
浙H 3F0F2,Jinhua,Zhejiang,Jony,Mercedes Benz,2019,2022-03-30,Good
冀L 31HR6,Shijiazhuang,Hebei,Charlie,Nio,2013,2022-01-28,Good
浙F LVE00,Quzhou,Zhejiang,Leo,Bentley,2006,2022-09-02,Written Off
浙J 06VZ6,Quzhou,Zhejiang,Armen,Rolls Royce,2014,2022-02-12,Good
浙H 478N0,Lishui,Zhejiang,Derek,Tesla,2009,2021-03-17,Written Off
浙C P03T5,Wenzhou,Zhejiang,Derek,Nio,2015,2021-12-02,Good
浙E G9Z60,Taizhou,Zhejiang,Jony,Tesla,2017,2022-09-01,Good
吉F UJB76,Changchun,Jilin,Charlie,Tesla,2006,2022-06-07,Good
浙F 94FNV,Huzhou,Zhejiang,Simon,Audi,2013,2022-05-11,Good
浙J K231S,Taizhou,Zhejiang,Smart Cookie,Chery,2016,2018-08-20,Wanted
川C 66Z23,Chengdu,Sichuan,Leo,GAC,2009,2016-07-08,Good
浙J 1L3D4,Zhoushan,Zhejiang,Thomas,SAIC Volkwagen,2006,2022-02-21,Good
浙J SNT40,Jiaxing,Zhejiang,Simon,Audi,2013,2022-04-13,Good
冀E 5ST8Z,Shijiazhuang,Hebei,Tony,Xpeng,2007,2022-09-07,Good
黑F J039N,Harbin,Heilongjiang,Derek,Great Wall,2015,2022-01-17,Written Off
浙L 5GX52,Wenzhou,Zhejiang,Jony,SAIC Volkwagen,2018,2022-02-21,Good
甘B J98U6,Lanzhou,Gansu,Mark,Geely,2008,2017-12-22,Good
浙L VPT26,Jiaxing,Zhejiang,Charlie,Geely,2022,2020-05-26,Impounded
浙F GT81T,Jinhua,Zhejiang,Armen,Xpeng,2020,2022-06-18,Impounded
浙H PL4J5,Quzhou,Zhejiang,Aaron,Audi,2015,2021-12-12,Good
浙J 8FYTV,Huzhou,Zhejiang,Tim,Buick,2020,2016-05-06,Impounded
浙L X5Z13,Jiaxing,Zhejiang,George,Bentley,2020,2016-07-05,Good
藏J D17TP,Lhasa,Tibet,Derek,Lamborghini,2021,2021-12-21,Good
辽J 9BK17,Shenyang,Liaoning,George,Nio,2008,2022-03-28,Good
浙J 8E6A3,Lishui,Zhejiang,Derek,BMW,2018,2022-05-07,Good
浙F 9D2D8,Taizhou,Zhejiang,Tim,Aston Martin,2021,2021-12-26,Good
浙L 4B9Y3,Wenzhou,Zhejiang,Simon,Tesla,2005,2021-12-07,Good
浙L 6C7R5,Wenzhou,Zhejiang,Aaron,Xpeng,2007,2022-07-18,Good
浙D 3F42P,Zhoushan,Zhejiang,Tim,Haval,2020,2017-04-11,Written Off
浙H F35LZ,Hangzhou,Zhejiang,Smart Cookie,Haval,2021,2021-12-29,Good
新D Z012V,Urumqi,Xinjiang,Mark,BMW,2018,2022-07-19,Good
浙F 481VU,Zhoushan,Zhejiang,Nigel,Haval,2022,2021-12-20,Good
冀J N1FL9,Shijiazhuang,Hebei,Derek,Toyota,2015,2021-12-23,Good
浙B 978FL,Quzhou,Zhejiang,Mark,Li Auto,2015,2021-12-13,Good
黑J 7K08J,Harbin,Heilongjiang,Evelyn,Chang'an,2017,2022-04-25,Good
浙J FFS2U,Wenzhou,Zhejiang,Evelyn,Nio,2020,2022-02-08,Good
浙J TET96,Jinhua,Zhejiang,George,Haval,2014,2022-06-02,Good
浙L 87ST6,Quzhou,Zhejiang,Leo,Honda,2007,2020-08-04,Good
浙C S3Y1J,Huzhou,Zhejiang,Charlie,Mercedes Benz,2005,2022-08-30,Wanted
浙D 10L1P,Lishui,Zhejiang,Edwin,Bentley,2021,2022-07-30,Good
浙F 4LF64,Jiaxing,Zhejiang,Tony,Great Wall,2011,2022-07-24,Impounded
浙A 840G5,Zhoushan,Zhejiang,Simon,Nio,2011,2022-01-25,Good
浙B D359T,Lishui,Zhejiang,Charlie,BMW,2007,2022-06-09,Good
浙L FM043,Jiaxing,Zhejiang,Tim,Rolls Royce,2013,2022-03-24,Good
浙J 5B5VZ,Hangzhou,Zhejiang,Tony,Honda,2018,2021-12-31,Good
粤A J47V8,Guangzhou,Guangdong,Smart Cookie,SAIC Volkwagen,2015,2022-03-14,Good
浙F S3E46,Ningbo,Zhejiang,Tony,Li Auto,2020,2022-02-17,Good
陕B 6D6F9,Xi'an,Shaanxi,Simon,Chang'an,2007,2021-12-11,Good
浙H 4JJYS,Wenzhou,Zhejiang,Tim,Tesla,2009,2022-04-16,Wanted
浙L 94SJ7,Taizhou,Zhejiang,Charlie,Great Wall,2021,2022-10-03,Good
浙B 1P85V,Quzhou,Zhejiang,Armen,SAIC Volkwagen,2005,2022-07-18,Good
浙L 4J4U7,Ningbo,Zhejiang,Charlie,Lamborghini,2011,2019-06-12,Written Off
浙G JA674,Hangzhou,Zhejiang,Smart Cookie,Xpeng,2010,2022-01-22,Good
浙H 4Y108,Jinhua,Zhejiang,Smart Cookie,BYD,2014,2022-05-23,Impounded
浙B UT88J,Ningbo,Zhejiang,Aaron,Li Auto,2015,2022-08-13,Good
京E B577T,Beijing,Beijing,Derek,Chang'an,2010,2019-10-10,Wanted
浙D L0V73,Quzhou,Zhejiang,Armen,Chang'an,2008,2022-05-29,Good
浙B E9313,Quzhou,Zhejiang,Armen,Li Auto,2020,2022-02-14,Good
浙A 2ZFE0,Ningbo,Zhejiang,Edwin,Audi,2007,2022-08-29,Good
浙L 3NL18,Hangzhou,Zhejiang,Smart Cookie,GAC,2012,2022-06-26,Good
浙F 6518V,Jiaxing,Zhejiang,Thomas,SAIC Volkwagen,2009,2020-12-16,Stolen
吉J L2G26,Changchun,Jilin,Smart Cookie,Audi,2007,2022-05-08,Good
浙F P96VT,Zhoushan,Zhejiang,Tony,Mercedes Benz,2009,2022-08-04,Stolen
浙A E424T,Huzhou,Zhejiang,Charlie,Mercedes Benz,2008,2022-01-10,Good
浙E 84FSY,Taizhou,Zhejiang,Nigel,Rolls Royce,2016,2020-12-10,Good
浙A 9198E,Jiaxing,Zhejiang,Simon,Audi,2015,2022-08-04,Good
浙E 674US,Lishui,Zhejiang,Nigel,Geely,2012,2022-02-22,Stolen
渝D 1RZJ9,Chongqing,Chongqing,Nigel,Lamborghini,2017,2016-04-29,Good
沪J D8C90,Shanghai,Shanghai,Simon,SAIC Volkwagen,2020,2022-07-15,Good
浙J L4K0S,Jiaxing,Zhejiang,Smart Cookie,Rolls Royce,2017,2022-01-10,Good
浙L LU4T4,Lishui,Zhejiang,Thomas,GAC,2006,2022-01-03,Good
浙J ZE11Y,Quzhou,Zhejiang,Armen,Mercedes Benz,2009,2022-05-18,Good
浙J E4A63,Jiaxing,Zhejiang,Edwin,Li Auto,2011,2022-03-17,Good
浙K 504EV,Ningbo,Zhejiang,Derek,GAC,2018,2022-04-14,Good
浙F A9CJ3,Quzhou,Zhejiang,Jony,Nio,2022,2022-06-08,Written Off
浙L J6DE1,Jinhua,Zhejiang,George,BMW,2005,2017-03-12,Good
粤A 3363T,Guangzhou,Guangdong,Derek,Honda,2021,2022-05-27,Good
赣D 6A6F7,Nanchang,Jiangxi,Charlie,Rolls Royce,2007,2022-06-26,Stolen
苏F D08TS,Nanjing,Jiangsu,Edwin,Buick,2008,2022-08-31,Good
豫B 75LTT,Zhengzhou,Henan,Evelyn,SAIC Volkwagen,2020,2021-12-12,Good
京F E93VY,Beijing,Beijing,Thomas,Honda,2019,2021-12-17,Stolen
浙E 1TT0N,Jiaxing,Zhejiang,Jony,Aston Martin,2015,2019-11-03,Stolen
沪J T3Y69,Shanghai,Shanghai,Nigel,Xpeng,2006,2021-12-10,Good
鲁F 8CC13,Jinan,Shandong,Aaron,GAC,2010,2022-03-12,Good
京L 6JCXL,Beijing,Beijing,George,Rolls Royce,2013,2022-04-24,Stolen
藏G T564T,Lhasa,Tibet,Leo,Ford,2016,2021-03-20,Stolen
粤J E41VV,Guangzhou,Guangdong,Jony,Buick,2018,2021-12-25,Good
川J XNZ80,Chengdu,Sichuan,Tony,GAC,2005,2022-01-28,Good
吉B 2T3L4,Changchun,Jilin,Aaron,Lamborghini,2013,2022-08-21,Wanted
浙L ZC4V2,Huzhou,Zhejiang,Aaron,Xpeng,2020,2017-08-30,Good
浙E L9PTJ,Wenzhou,Zhejiang,Tim,Xpeng,2022,2018-07-09,Good
辽B T3JPF,Shenyang,Liaoning,Armen,Tesla,2019,2022-07-06,Good
陕L 2FT1P,Xi'an,Shaanxi,Jony,BYD,2020,2019-11-30,Good
甘L E5F43,Lanzhou,Gansu,Simon,Xpeng,2020,2022-05-23,Good
浙G 1X518,Jiaxing,Zhejiang,Aaron,Mercedes Benz,2016,2022-07-24,Good
浙J V49UL,Lishui,Zhejiang,Simon,Rolls Royce,2017,2021-12-18,Good
浙J 69Y5N,Jiaxing,Zhejiang,Simon,Chery,2020,2022-06-16,Good
浙F 3JLR5,Lishui,Zhejiang,Smart Cookie,BMW,2014,2022-08-07,Good
琼D S1SJ9,Haikou,Hainan,Simon,Great Wall,2014,2022-09-22,Good
浙J 0JL43,Wenzhou,Zhejiang,Mark,Toyota,2015,2021-12-25,Good
冀L UX208,Shijiazhuang,Hebei,Jony,Honda,2012,2022-05-29,Good
豫F Z3CE4,Zhengzhou,Henan,Jony,Lamborghini,2022,2022-09-06,Good
甘J Y6TR2,Lanzhou,Gansu,Charlie,Haval,2015,2022-08-19,Stolen
冀J RY67S,Shijiazhuang,Hebei,Edwin,Ford,2016,2022-10-04,Good
浙L 3FEN7,Huzhou,Zhejiang,Aaron,Bentley,2010,2022-08-02,Good
沪C E0333,Shanghai,Shanghai,Nigel,BMW,2007,2016-06-19,Good
浙C 8L8Y4,Lishui,Zhejiang,George,BMW,2016,2021-02-26,Written Off
浙E A7JLL,Hangzhou,Zhejiang,Nigel,Li Auto,2019,2022-04-01,Good
浙J 3FVFK,Lishui,Zhejiang,Simon,Chang'an,2019,2022-10-03,Good
浙L CX90F,Jiaxing,Zhejiang,Derek,GAC,2017,2022-01-29,Good
浙K T51K3,Hangzhou,Zhejiang,Tony,Aston Martin,2020,2020-09-26,Good
浙J SJZQ1,Wenzhou,Zhejiang,Mark,Aston Martin,2008,2022-05-02,Good
